short reference,DOI,authors,title,journal,year
"LOEWEN, 2019",https://doi.org/10.1016/j.epsl.2018.12.012,"LOEWEN, M; GRAHAM, D W; BINDEMAN, I; LUPTON, J E; GARCIA, M O",HYDROGEN ISOTOPES IN HIGH 3HE/4HE SUBMARINE BASALTS: PRIMORDIAL VS. RECYCLED WATER AND THE VEIL OF MANTLE ENRICHMENT,EARTH AND PLANETARY SCIENCE LETTERS,2019
"SAKUYAMA, 2014",https://doi.org/10.1093/petrology/egu020,"SAKUYAMA, T; NAKAI, S I; YOSHIKAWA, M; SHIBATA, T; OZAWA, K","PROGRESSIVE INTERACTION BETWEEN DRY AND WET MANTLE DURING HIGH-TEMPERATURE DIAPIRIC UPWELLING: CONSTRAINTS FROM CENOZOIC KITA-MATSUURA INTRAPLATE BASALT PROVINCE, NORTHWESTERN KYUSHU, JAPAN",J PETROL,2014
"ROBIDOUX, 2017",https://doi.org/10.1016/j.jvolgeores.2017.05.007,"ROBIDOUX, P; ROTOLO, S; AIUPPA, A; LANZO, G; HAURI, E H",GEOCHEMISTRY AND VOLATILE CONTENT OF MAGMAS FEEDING EXPLOSIVE ERUPTIONS AT TELICA VOLCANO (NICARAGUA),JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,2017
"ROBIDOUX, 2017",https://doi.org/10.1016/j.lithos.2016.12.002,"ROBIDOUX, P; AIUPPA, A; ROTOLO, S; RIZZO, A; HAURI, E H; FREZZOTTI, M-L",VOLATILE CONTENTS OF MAFIC-TO-INTERMEDIATE MAGMAS AT SAN CRISTÓBAL VOLCANO IN NICARAGUA,LITHOS,2017
"ZHANG, 2016",https://doi.org/10.1016/j.lithos.2015.11.027,"ZHANG, S-H; ZHAO, Y; LIU, J-M; HU, Z-C",DIFFERENT SOURCES INVOLVED IN GENERATION OF CONTINENTAL ARC VOLCANISM: THE CARBONIFEROUS–PERMIAN VOLCANIC ROCKS IN THE NORTHERN MARGIN OF THE NORTH CHINA BLOCK,LITHOS,2016
"ZHANG, 2016",https://doi.org/10.1016/j.lithos.2016.06.026,"ZHANG, Y; MENG, F; NIU, Y",HF ISOTOPE SYSTEMATICS OF SEAMOUNTS NEAR THE EAST PACIFIC RISE (EPR) AND GEODYNAMIC IMPLICATIONS,LITHOS,2016
"ZHANG, 2016",https://doi.org/10.1016/j.gca.2016.10.047,"ZHANG, J-B; LIU, Y-S; LING, W-L; GAO, S",PRESSURE-DEPENDENT COMPATIBILITY OF IRON IN GARNET: INSIGHTS INTO THE ORIGIN OF FERROPICRITIC MELT,GEOCHIM COSMOCHIM ACTA,2016
"ZHANG, 2016",https://doi.org/10.1038/srep37561,"ZHANG, G-L; LI, C",INTERACTIONS OF THE GREATER ONTONG JAVA MANTLE PLUME COMPONENT WITH THE OSBOURN TROUGH,SCI. REP.,2016
"WATSON, 2016",https://doi.org/10.1016/j.gr.2016.03.009,"WATSON, S J; WHITTAKER, J; HALPIN, J; WILLIAMS, S E; MILAN, L; DACZKO, N; WYMAN, D A",TECTONIC DRIVERS AND THE INFLUENCE OF THE KERGUELEN PLUME ON SEAFLOOR SPREADING DURING FORMATION OF THE EARLY INDIAN OCEAN,GONDWANA RESEARCH,2016
"VAN DER ZWAN, 2015",https://doi.org/10.1016/j.chemgeo.2015.04.001,"VAN DER ZWAN, F M; DEVEY, C W; AUGUSTIN, N; ALMEEV, R; BANTAN, R; BASAHAM, A",HYDROTHERMAL ACTIVITY AT THE ULTRASLOW- TO SLOW-SPREADING RED SEA RIFT TRACED BY CHLORINE IN BASALT,CHEMICAL GEOLOGY,2015
"XIE, 2015",https://doi.org/10.1080/00206814.2015.1101623,"XIE, Z; WANG, JIAN; HATTORI, K H","CUMULATES OF ARC MAGMAS INCORPORATED INTO THE SULU UHP METAMORPHIC BELT, EASTERN CHINA",INT GEOL REV,2015
"HAASE, 2009",https://doi.org/10.1016/j.lithos.2009.05.041,"HAASE, K M; FRETZDORFF, S; MUEHE, R; GARBE-SCHÖNBERG, D; STOFFERS, P",A GEOCHEMICAL STUDY OF OFF-AXIS SEAMOUNT LAVAS AT THE VALU FA RIDGE: CONSTRAINTS ON MAGMA GENESIS AND SLAB CONTRIBUTIONS IN THE SOUTHERN TONGA SUBDUCTION ZONE,LITHOS,2009
"YANG, 2007",https://doi.org/10.1111/j.1525-1314.2006.00688.x,"YANG, J S; ZHANG, R Y; LI, T; ZHANG, Z; LIOU, J","PETROGENESIS OF THE GARNET PERIDOTITE AND GARNET-FREE PERIDOTITE OF THE ZHIMAFANG ULTRAMAFIC BODY IN THE SULU ULTRAHIGH-PRESSURE METAMORPHIC BELT, EASTERN CHINA",J METAMORPHIC GEOL,2007
"GIORDANO, 2014",https://doi.org/10.1016/j.lithos.2013.08.008,"GIORDANO, F; CIVETTA, L; TONARINI, S; ORSI, G; AYALEW, D; YIRGU, G; DELL'ERBA, F; DI VITO, M; ISAIA, R",GENESIS AND EVOLUTION OF MAFIC AND FELSIC MAGMAS AT QUATERNARY VOLCANOES WITHIN THE MAIN ETHIOPIAN RIFT: INSIGHTS FROM GEDEMSA AND FANTA 'ALE COMPLEXES,LITHOS,2014
"HASTIE, 2016",https://doi.org/10.1016/j.epsl.2016.03.023,"HASTIE, A R; FITTON, J G; KERR, A C; MCDONALD, I; SCHWINDROFSKA, A; HOERNLE, K",THE COMPOSITION OF MANTLE PLUMES AND THE DEEP EARTH,EARTH PLANET SCI LETT,2016
"YANG YANG, 2014",https://doi.org/10.1016/j.chemgeo.2014.05.019,"YANG YANG, A; ZHOU, M-F; ZHAO, T-P; DENG, X-G; QI, L; XU, J-F",CHALCOPHILE ELEMENTAL COMPOSITIONS OF MORBS FROM THE ULTRA-SLOW-SPREADING SOUTHWEST INDIAN RIDGE AND CONTROLS OF LITHOSPHERIC STRUCTURE ON S-SATURATED DIFFERENTIATION,CHEMICAL GEOLOGY,2014
"LABIDI, 2016",https://doi.org/10.1016/j.epsl.2016.07.012,"LABIDI, J; CARTIGNY, P","NEGLIGIBLE SULFUR ISOTOPE FRACTIONATION DURING PARTIAL MELTING: EVIDENCE FROM GARRETT TRANSFORM FAULT BASALTS, IMPLICATIONS FOR THE LATE-VENEER AND THE HADEAN MATTE",EARTH PLANET SCI LETT,2016
"SONG, 2007",https://doi.org/10.1016/j.lithos.2006.09.017,"SONG, S; SU, L; NIU, Y; ZHANG, L; ZHANG, G","PETROLOGICAL AND GEOCHEMICAL CONSTRAINTS ON THE ORIGIN OF GARNET PERIDOTITE IN THE NORTH QAIDAM ULTRAHIGH-PRESSURE METAMORPHIC BELT, NORTHWESTERN CHINA",LITHOS,2007
"MAIER, 2015",https://doi.org/10.1093/petrology/egv035,"MAIER, W D; RASMUSSEN, B; FLETCHER, I R; GODEL, B; BARNES, S; FISHER, L A; YANG, S-H; HUHMA, H; LAHAYE, Y","PETROGENESIS OF THE ~2·77 GA MONTS DE CRISTAL COMPLEX, GABON: EVIDENCE FOR DIRECT PRECIPITATION OF PT-ARSENIDES FROM BASALTIC MAGMA",JOURNAL OF PETROLOGY,2015
"GARCIA, 1993",https://doi.org/10.1029/92jb01707,"GARCIA, M O; JORGENSON, B A; MAHONEY, J J; ITO, E; IRVING, A J",AN EVALUATION OF TEMPORAL GEOCHEMICAL EVOLUTION OF LOIHI SUMMIT LAVAS: RESULTS FROM ALVIN SUBMERSIBLE DIVES,J GEOPHYS RES,1993
"LI, 2019",https://doi.org/10.1016/j.lithos.2019.105167,"LI, W; LIU, C-Z; TAO, C; JIN, Z",OSMIUM ISOTOPE COMPOSITIONS AND HIGHLY SIDEROPHILE ELEMENT ABUNDANCES IN ABYSSAL PERIDOTITES FROM THE SOUTHWEST INDIAN RIDGE: IMPLICATIONS FOR EVOLUTION OF THE OCEANIC UPPER MANTLE,LITHOS,2019
"LI, 2019",https://doi.org/10.3390/min9080493,"LI, W; TAO, C; ZHANG, W; LIU, J; LIANG, J; LIAO, S; YANG, W","MELT INCLUSIONS IN PLAGIOCLASE MACROCRYSTS AT MOUNT JOURDANNE, SOUTHWEST INDIAN RIDGE (~64° E): IMPLICATIONS FOR AN ENRICHED MANTLE SOURCE AND SHALLOW MAGMATIC PROCESSES",MINERALS,2019
"LI, 2019",https://doi.org/10.1016/j.chemgeo.2018.12.011,"LI, X; LI, H Y; RYAN, J G; WEI, G J; ZHANG, L; LI, N-B; HUANG, X-L; XU, Y-G","HIGH-PRECISION MEASUREMENT OF B ISOTOPES ON LOW-BORON OCEANIC VOLCANIC ROCK SAMPLES VIA MC-ICPMS: EVALUATING ACID LEACHING EFFECTS ON BORON ISOTOPE COMPOSITIONS, AND B ISOTOPIC VARIABILITY IN DEPLETED OCEANIC BASALTS",CHEMICAL GEOLOGY,2019
"DEVEY, 1994",https://doi.org/10.1029/93JB03364,"DEVEY, C W; GARBE-SCHÖNBERG, D; STOFFERS, P; CHAUVEL, C; MERTZ, D F",GEOCHEMICAL EFFECTS OF DYNAMIC MELTING BENEATH RIDGES: RECONCILING MAJOR AND TRACE ELEMENT VARIATIONS IN KOLBEINSEY (AND GLOBAL) MID-OCEAN RIDGE BASALT,J GEOPHYS RES,1994
"TRUA, 1999",https://doi.org/10.1016/s0009-2541(98)00174-0,"TRUA, T; DENIEL, C; MAZZUOLI, R","CRUSTAL CONTROL IN THE GENESIS OF PLIO-QUATERNARY BIMODAL MAGMATISM OF THE MAIN ETHIOPIAN RIFT (MER): GEOCHEMICAL AND ISOTOPIC (SR, ND, PB) EVIDENCE",CHEMICAL GEOLOGY,1999
"FURI, 2011",https://doi.org/10.1029/2010jb007609,"FURI, E; HILTON, D R; MURTON, B J; HEMOND, C; DYMENT, J; DAY, J M D",HELIUM ISOTOPE VARIATIONS BETWEEN RÉUNION ISLAND AND THE CENTRAL INDIAN RIDGE (17°–21°S): NEW EVIDENCE FOR RIDGE–HOT SPOT INTERACTION,J GEOPHYS RES,2011
"NIU, 2019",https://doi.org/10.1016/j.gca.2019.09.031,"NIU, Y; CHEN, S; GUO, P; SUN, P; XUE, Q; DUAN, M; WANG, X",IRON ISOTOPE FRACTIONATION DURING MID-OCEAN RIDGE BASALT (MORB) EVOLUTION: EVIDENCE FROM LAVAS ON THE EAST PACIFIC RISE AT 10°30’N AND ITS IMPLICATIONS,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"PRICE, 2016",https://doi.org/10.1002/2015gc006237,"PRICE, A A ; JACKSON, M G; BLICHERT-TOFT, J; BLUSZTAJN, J; CONASTER, C; KONTER, J G; KOPPERS, A; KURZ, M D",GEOCHEMICAL EVIDENCE IN THE NORTHEAST LAU BASIN FOR SUBDUCTION OF THE COOK-AUSTRAL VOLCANIC CHAIN IN THE TONGA TRENCH,GEOCHEM GEOPHYS GEOSYST,2016
"NICHOLS, 2014",https://doi.org/10.1002/2013GC005086,"NICHOLS, A; BEIER, C; BRANDL, P A; BUCHS, D; KRUMM, S",GEOCHEMISTRY OF VOLCANIC GLASSES FROM THE LOUISVILLE SEAMOUNT TRAIL (IODP EXPEDITION 330): IMPLICATIONS FOR ERUPTION ENVIRONMENTS AND MANTLE MELTING,GEOCHEM GEOPHYS GEOSYST,2014
"EISSEN, 1994",https://doi.org/10.1016/0025-3227(94)90174-0,"EISSEN, J P; NOHARA, M; COTTIN, J; HIROSE, K",NORTH FIJI BASIN BASALTS AND THEIR MAGMA SOURCES: PART I. INCOMPATIBLE ELEMENT CONSTRAINTS,MARINE GEOLOGY,1994
"SHERVAIS, 2018",https://doi.org/10.1029/2018gc007731,"SHERVAIS, J W; REAGAN, M K; HAUGEN, E; ALMEEV, R; PEARCE, J A; PRYTULAK, J; RYAN, J G; WHATTAM, S; GODARD, M; CHAPMAN, T; LI, H; KURZ, W; NELSON, W R; HEATON, D; KIRCHENBAUR, M; SHIMIZU, K; SAKUYAMA, T; LI, Y; VETTER, S","MAGMATIC RESPONSE TO SUBDUCTION INITIATION, PART I: FOREARC BASALTS OF THE IZU-BONIN ARC FROM IODP EXPEDITION 352","GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2018
"WYSOCZANSKI, 2012",https://doi.org/10.2113/econgeo.107.8.1539,"WYSOCZANSKI, R; HANDLER, M R; SCHIPPER, C; LEYBOURNE, M I; CREECH, J; ROTELLA, M; NICHOLS, A; WILSON, C J N; STEWART, R",THE TECTONOMAGMATIC SOURCE OF ORE METALS AND VOLATILE ELEMENTS IN THE SOUTHERN KERMADEC ARC,ECONOMIC GEOLOGY,2012
"NOHARA, 1994",https://doi.org/10.1016/0025-3227(94)90175-9,"NOHARA, M; HIROSE, K; EISSEN, J P; URABE, T; JOSHIMA, M",THE NORTH FIJI BASIN BASALTS AND THEIR MAGMA SOURCES: PART II. SR-ND ISOTOPIC AND TRACE ELEMENT CONSTRAINTS,MARINE GEOLOGY,1994
"ACKERMAN, 2009",https://doi.org/10.1016/j.chemgeo.2008.10.042,"ACKERMAN, L; JELINEK, E; SIEBEL, W","GEOCHEMISTRY OF FE-RICH PERIDOTITES AND ASSOCIATED PYROXENITES FROM HORNÍ BORY, BOHEMIAN MASSIF: INSIGHTS INTO SUBDUCTION-RELATED MELT–ROCK REACTIONS",CHEMICAL GEOLOGY,2009
"JANNEY, 2005",https://doi.org/10.1093/petrology/egi060,"JANNEY, P E; LE ROEX, A P; CARLSON, R L",HAFNIUM ISOTOPE AND TRACE ELEMENT CONSTRAINTS ON THE NATURE OF MANTLE HETEROGENEITY BENEATH THE CENTRAL SOUTHWEST INDIAN RIDGE,J PETROL,2005
"ALARD, 2011",https://doi.org/10.1093/petrology/egr038,"ALARD, O; LORAND, J P; REISBERG, L R; BODINIER, J-L; DAUTRIA, J M; OREILLY, S Y",VOLATILE-RICH METASOMATISM IN MONTFERRIER XENOLITHS (SOUTHERN FRANCE): IMPLICATIONS FOR THE ABUNDANCES OF CHALCOPHILE AND HIGHLY SIDEROPHILE ELEMENTS IN THE SUBCONTINENTAL MANTLE,J PETROL,2011
"LIU, 2011",https://doi.org/10.1016/j.gca.2011.04.018,"LIU, J; RUDNICK, R L; WALKER, R J; GAO, S; WU, F-Y; PICCOLI, P M; YUAN, H-L; XU, W-L; XU, Y-G",MAPPING LITHOSPHERIC BOUNDARIES USING OS ISOTOPES OF MANTLE XENOLITHS: AN EXAMPLE FROM THE NORTH CHINA CRATON,GEOCHIM COSMOCHIM ACTA,2011
"RICE, 1980",https://doi.org/10.2973/dsdp.proc.515253.133.1980,"RICE, S; LANGMUIR, C H; BENDER, J F; HANSON, G N; BENCE, A E; TAYLOR, S R","BASALTS FROM DEEP SEA DRILLING PROJECT HOLES 417A AND 417D, FRACTIONATED MELTS OF A LIGHT RARE-EARTH DEPLETED SOURCE",INIT REP DSDP,1980
"DAY, 2013",https://doi.org/10.1016/j.lithos.2013.10.011,"DAY, J M D; PEARSON, D G; HULBERT, L",HIGHLY SIDEROPHILE ELEMENT BEHAVIOUR DURING FLOOD BASALT GENESIS AND EVIDENCE FOR MELTS FROM INTRUSIVE CHROMITITE FORMATION IN THE MACKENZIE LARGE IGNEOUS PROVINCE,LITHOS,2013
"HART, 2006",https://doi.org/10.1016/j.chemgeo.2006.07.001,"HART, S R; BLUSZTAJN, J","AGE AND GEOCHEMISTRY OF THE MAFIC SILLS, ODP SITE 1276, NEWFOUNDLAND MARGIN",CHEMICAL GEOLOGY,2006
"TODD, 2011",https://doi.org/10.1029/2011GC003683,"TODD, E; GILL, J B; WYSOCZANSKI, R; HERGT, J M; WRIGHT, I C; LEYBOURNE, M I; MORTIMER, N",HF ISOTOPIC EVIDENCE FOR SMALL-SCALE HETEROGENEITY IN THE MODE OF MANTLE WEDGE ENRICHMENT: SOUTHERN HAVRE TROUGH AND SOUTH FIJI BASIN BACK ARCS,GEOCHEM GEOPHYS GEOSYST,2011
"NOHARA, 1994",https://doi.org/10.1016/0025-3227(94)90175-9,"NOHARA, M; HIROSE, K; EISSEN, J P; URABE, T; JOSHIMA, M",THE NORTH FIJI BASIN BASALTS AND THEIR MAGMA SOURCES: PART II. SR-ND ISOTOPIC AND TRACE ELEMENT CONSTRAINTS,MARINE GEOLOGY,1994
"BLOOMER, 1994",https://doi.org/10.2973/odp.proc.sr.135.129.1994,"BLOOMER, S H; EWART, A; HERGT, J M; BRYAN, W B",GEOCHEMISTRY AND ORIGIN OF IGNEOUS ROCKS FROM THE OUTER TONGA FOREARC (SITE 841),"PROC ODP, SCI RESULTS",1994
"KRIENITZ, 2012",https://doi.org/10.1093/petrology/egs052,"KRIENITZ, M S; GARBE-SCHÖNBERG, D; ROMER, R L; MEIXNER, A; HAASE, K M; STRONCIK, N",LITHIUM ISOTOPE VARIATIONS IN OCEAN ISLAND BASALTS-IMPLICATIONS FOR THE DEVELOPMENT OF MANTLE HETEROGENEITY,J PETROL,2012
"HAGEN-PETER, 2016",https://doi.org/10.1111/jmg.12182,"HAGEN-PETER, G; COTTLE, J; SMIT, M; COOPER, A F","COUPLED GARNET LU–HF AND MONAZITE U–PB GEOCHRONOLOGY CONSTRAIN EARLY CONVERGENT MARGIN DYNAMICS IN THE ROSS OROGEN, ANTARCTICA",JOURNAL OF METAMORPHIC GEOLOGY,2016
"HAGEN-PETER, 2016",https://doi.org/10.1016/j.lithos.2016.07.032,"HAGEN-PETER, G; COTTLE, J","SYNCHRONOUS ALKALINE AND SUBALKALINE MAGMATISM DURING THE LATE NEOPROTEROZOIC–EARLY PALEOZOIC ROSS OROGENY, ANTARCTICA: INSIGHTS INTO MAGMATIC SOURCES AND PROCESSES WITHIN A CONTINENTAL ARC",LITHOS,2016
"ODRISCOLL, 2018",https://doi.org/10.1016/j.epsl.2018.02.020,"ODRISCOLL, B; WALKER, R J; CLAY, P; DAY, J M D; ASH, R D; DALY, J S","LENGTH-SCALES OF CHEMICAL AND ISOTOPIC HETEROGENEITY IN THE MANTLE SECTION OF THE SHETLAND OPHIOLITE COMPLEX, SCOTLAND",EARTH AND PLANETARY SCIENCE LETTERS,2018
"STELLING, 2002",https://doi.org/10.1007/s00445-002-0229-y,"STELLING, P; BEGET, J; NYE, C L; GARDNER, J V; DEVINE, J D; GEORGE, R","GEOLOGY AND PETROLOGY OF EJECTA FROM THE 1999 ERUPTION OF SHISHALDIN VOLCANO, ALASKA",BULL VOLCANOL,2002
"LEE, 2005",https://doi.org/10.1086/449327,"LEE, C-T",TRACE ELEMENT EVIDENCE FOR HYDROUS METASOMATISM AT THE BASE OF THE NORTH AMERICAN LITHOSPHERE AND POSSIBLE ASSOCIATION WITH LARAMIDE LOW-ANGLE SUBDUCTION,J GEOL,2005
"GODARD, 2008",https://doi.org/10.1016/j.epsl.2007.11.058,"GODARD, M; LAGABRIELLE, Y; ALARD, O; HARVEY, J","GEOCHEMISTRY OF THE HIGHLY DEPLETED PERIDOTITES DRILLED AT ODP SITES 1271 AND 1274 (FIFTEEN-TWENTY FRACTURE ZONE, MID-ATLANTIC RIDGE):  IMPLICATIONS FOR MANTLE DYNAMICS BENEATH A SLOW SPREADING RIDGE",EARTH PLANET SCI LETT,2008
"SALAUN, 2010",https://doi.org/10.1016/j.jvolgeores.2010.08.022,"SALAUN, A; VILLEMANT, B; SEMET, M; STAUDACHER, T",CANNIBALISM OF OLIVINE-RICH CUMULATE XENOLITHS DURING THE 1998 ERUPTION OF PITON DE LA FOURNAISE (LA RÉUNION HOTSPOT): IMPLICATIONS FOR THE GENERATION OF MAGMA DIVERSITY,J VOLCANOL GEOTHERM RES,2010
"BASU, 2020",https://doi.org/10.1016/j.lithos.2020.105754,"BASU, A R; SAHA-YANNOPOULOS, A; CHAKRABARTY, P",A PRECISE GEOCHEMICAL VOLCANO-STRATIGRAPHY OF THE DECCAN TRAPS,LITHOS,2020
"HOERNLE, 2015",https://doi.org/10.1038/ncomms8799,"HOERNLE, K; ROHDE, J; HAUFF, F; GARBE-SCHÖNBERG, D; HOMRIGHAUSEN, S; WERNER, R; MORGAN, J P",HOW AND WHEN PLUME ZONATION APPEARED DURING THE 132 MYR EVOLUTION OF THE TRISTAN HOTSPOT,NATURE COMMUNICATIONS,2015
"ESCUDER-VIRUETE, 2016",https://doi.org/10.1016/j.lithos.2016.03.013,"ESCUDER-VIRUETE, J; JOUBERT, M; ABAD, M; PEREZ-VALERA, F; GABITES, J","THE BASALTIC VOLCANISM OF THE DUMISSEAU FORMATION IN THE SIERRA DE BAHORUCO, SW DOMINICAN REPUBLIC: A RECORD OF THE MANTLE PLUME-RELATED MAGMATISM OF THE CARIBBEAN LARGE IGNEOUS PROVINCE",LITHOS,2016
"HARPP, 1995",https://doi.org/10.2973/odp.proc.sr.142.109.1995,"HARPP, K S",GEOCHEMICAL VARIATIONS IN A SINGLE BASALTIC FLOW AT 9 DEG 30 N ON THE EAST PACIFIC RISE,"PROC ODP, SCI RESULTS",1995
"IONOV, 1993",https://doi.org/10.1016/0012-821X(93)90139-Z ,"IONOV, D A; DUPUY, C; OREILLY, S Y; KOPYLOVA, M G; GENSHAFT, Y S",CARBONATED PERIDOTITE XENOLITHS FROM SPITSBERGEN: IMPLICATIONS FOR TRACE ELEMENT SIGNATURE OF MANTLE CARBONATE METASOMATISM,EARTH PLANET SCI LETT,1993
"IONOV, 1993",https://doi.org/10.1093/petrology/34.6.1141,"IONOV, D A; ASHCHEPKOV, I V; STOSCH, H G; WITT-EICKSCHEN, G; SECK, H A","GARNET PERIDOTITE XENOLITHS FROM THE VITIM VOLCANIC FIELD, BAIKAL REGION:  THE NATURE OF THE GARNET-SPINEL PERIDOTITE TRANSITION ZONE IN THE CONTINENTAL MANTLE",J PETROL,1993
"PUTIRKA, 2012",https://doi.org/10.1130/ges00728.1,"PUTIRKA, K; JEAN, M; COUSENS, B L; SHARMA, R; TORREZ, G; CARLSON, C","CENOZOIC VOLCANISM IN THE SIERRA NEVADA AND WALKER LANE, CALIFORNIA, AND A NEW MODEL FOR LITHOSPHERE DEGRADATION",GEOSPHERE,2012
"VAN DER ZWAN, 2017",https://doi.org/10.1007/s00410-017-1418-1,"VAN DER ZWAN, F M; DEVEY, C W; HANSTEEN, T H; ALMEEV, R; AUGUSTIN, N; FRISCHE, M; HAASE, K M; BASAHAM, A; SNOW, J E",LOWER CRUSTAL HYDROTHERMAL CIRCULATION AT SLOW-SPREADING RIDGES: EVIDENCE FROM CHLORINE IN ARCTIC AND SOUTH ATLANTIC BASALT GLASSES AND MELT INCLUSIONS,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2017
"AGASHEV, 2013",https://doi.org/10.1016/j.lithos.2012.11.014,"AGASHEV, A; IONOV, D A; POKHILENKO, N P; GOLOVIN, A; CHEREPANOVA, Y; SHARYGIN, I",METASOMATISM IN LITHOSPHERIC MANTLE ROOTS: CONSTRAINTS FROM WHOLE-ROCK AND MINERAL CHEMICAL COMPOSITION OF DEFORMED PERIDOTITE XENOLITHS FROM KIMBERLITE PIPE UDACHNAYA,LITHOS,2013
"LYONS, 2007",https://doi.org/10.1130/g23044a.1,"LYONS, J; GEIST, D J; HARPP, K S; DIEFENBACH, B; VERVOORT, J",CRUSTAL GROWTH BY MAGMATIC OVERPLATING IN THE GALÁPAGOS,GEOLOGY,2007
"SHIMIZU, 2019",https://doi.org/10.1016/j.chemgeo.2019.06.014,"SHIMIZU, K; ITO, M; CHANG, Q; MIYAZAKI, T; UEKI, K; TOYAMA, C; SENDA, R; VAGLAROV, B; ISHIKAWA, T; KIMURA, J-I",IDENTIFYING VOLATILE MANTLE TREND WITH THE WATER–FLUORINE–CERIUM SYSTEMATICS OF BASALTIC GLASS,CHEMICAL GEOLOGY,2019
"SHIMIZU, 2019",https://doi.org/10.1016/j.gca.2019.06.013,"SHIMIZU, K; SAAL, A E; HAURI, E H; PERFIT, M R; HEKINIAN, R",EVALUATING THE ROLES OF MELT-ROCK INTERACTION AND PARTIAL DEGASSING ON THE CO2\/BA RATIOS OF MORB: IMPLICATIONS FOR THE CO2 BUDGET IN THE EARTH’S DEPLETED UPPER MANTLE,GEOCHIMICA ET COSMOCHIMICA ACTA,2019
"ROTELLA, 2009",https://doi.org/10.1029/2009gc002445,"ROTELLA, M; SINTON, J M; MAHONEY, J J; CHAZEY III, W",GEOCHEMICAL EVIDENCE FOR LOW MAGMA SUPPLY AND INACTIVE PROPAGATION AT THE GALAPAGOS 93.25 DEG W OVERLAPPING SPREADING CENTER,GEOCHEM GEOPHYS GEOSYST,2009
"HEKINIAN, 1999",https://doi.org/10.1016/S0025-3227(99)00027-4,"HEKINIAN, R; STOFFERS, P; ACKERMAN, D; REVILLON, S; MAIA, M; BOHN, M",RIDGE-HOTSPOT INTERACTION: THE PACIFIC-ANTARCTIC RIDGE AND THE FOUNDATION SEAMOUNTS,MARINE GEOLOGY,1999
"JANNEY, 1997",https://doi.org/10.1029/96jb03810,"JANNEY, P E; CASTILLO, P R",GEOCHEMISTRY OF MESOZOIC PACIFIC MID-OCEAN RIDGE BASALT: CONSTRAINTS ON MELT GENERATION AND THE EVOLUTION OF THE PACIFIC UPPER MANTLE,J GEOPHYS RES,1997
"KELLER, 2002",https://doi.org/10.1029/2001jb000444,"KELLER, R A; FISK, M R; SMELLIE, J; STRELIN, J; LAWVER, L","GEOCHEMISTRY OF BACK ARC BASIN VOLCANISM IN BRANSFIELD STRAIT, ANTARCTICA: SUBDUCTED CONTRIBUTIONS AND ALONG-AXIS VARIATIONS",JOURNAL OF GEOPHYSICAL RESEARCH,2002
"HAASE, 1994",https://doi.org/10.1093/petrology/35.2.295,"HAASE, K M; DEVEY, C W","THE PETROLOGY AND GEOCHEMISTRY OF VESTERIS SEAMOUNT, GREENLAND BASIN: AN INTRAPLATE ALKALINE VOLCANO OF NON-PLUME ORIGIN",J PETROL,1994
"HALAMA, 2009",https://doi.org/10.1007/s00410-009-0378-5,"HALAMA, R; SAVOV, I P; RUDNICK, R L; MCDONOUGH, W F","INSIGHTS INTO LI AND LI ISOTOPE CYCLING AND SUB-ARC METASOMATISM FROM VEINED MANTLE XENOLITHS, KAMCHATKA",CONTRIB MINERAL PETROL,2009
"RILEY, 2019",https://doi.org/10.1016/j.epsl.2019.04.031,"RILEY, T; CARTER, A; LEAT, P T; BURTON-JOHNSON, A; BASTIAS, J; SPIKINGS, R; TATE, A; BRISTOW, C",GEOCHRONOLOGY AND GEOCHEMISTRY OF THE NORTHERN SCOTIA SEA: A REVISED INTERPRETATION OF THE NORTH AND WEST SCOTIA RIDGE JUNCTION,EARTH AND PLANETARY SCIENCE LETTERS,2019
"EASON, 2009",https://doi.org/10.1016/j.jvolgeores.2009.06.009,"EASON, D; SINTON, J M","LAVA SHIELDS AND FISSURE ERUPTIONS OF THE WESTERN VOLCANIC ZONE, ICELAND: EVIDENCE FOR MAGMA CHAMBERS AND CRUSTAL INTERACTION",JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,2009
"KOENIG, 2006",https://doi.org/10.1007/s00410-006-0136-x,"KOENIG, S; SCHUTH, S; MUENKER, C; QOPOTO, C","THE ROLE OF SLAB MELTING IN THE PETROGENESIS OF HIGH-MG ANDESITES: EVIDENCE FROM SIMBO VOLCANO, SOLOMON ISLANDS",CONTRIB MINERAL PETROL,2006
"WU, 2020",https://doi.org/10.1016/j.lithos.2019.105337,"WU, Y B; GUO, F; WANG, X-C; WILDE, S; FAN, W",DERIVATION OF JURASSIC HIMU-LIKE INTRAPLATE BASALTS FROM MANTLE TRANSITION ZONE IN SOUTH CHINA: NEW GEOCHEMICAL CONSTRAINTS FROM OLIVINE-HOSTED MELT INCLUSION,LITHOS,2020
